"File","Line","Status","MatchedClass","MatchedId","Snippet"
"config\config.yaml","112","NO_MATCH","","","# Notifications"
"config\config.yaml","117","NO_MATCH","","","channel: ""#automation"""
"config\config.yaml","120","NO_MATCH","","","smtp_server: ""smtp.gmail.com"""
"config\config.yaml","126","NO_MATCH","","","# Report retention"
"config\config.yaml","136","NO_MATCH","","","excel_path: ""tests/test_data/TestData.xlsx"""
"config\config.yaml","142","NO_MATCH","","","smtp_server: ""smtp.gmail.com"""
"config\config.yaml","144","NO_MATCH","","","username: ""your_email@gmail.com"""
"config\config.yaml","146","NO_MATCH","","","recipients: [""test@example.com""]"
"config\config.yaml","148","NO_MATCH","","","# Mobile Emulation Configuration (Playwright Native)"
"config\config.yaml","151","NO_MATCH","","","default_device: ""Pixel 5""  # Default mobile device for emulation"
"config\config.yaml","153","NO_MATCH","","","# Common mobile devices (Playwright built-in)"
"config\config.yaml","155","NO_MATCH","","","# Android Devices"
"config\config.yaml","157","NO_MATCH","","","platform: ""android"""
"config\config.yaml","158","NO_MATCH","","","viewport: {width: 393, height: 851}"
"config\config.yaml","159","NO_MATCH","","","user_agent: ""Mozilla/5.0 (Linux; Android 11; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.91 Mobile Safari/537.36"""
"config\config.yaml","160","NO_MATCH","","","device_scale_factor: 2.75"
"config\config.yaml","166","NO_MATCH","","","platform: ""android"""
"config\config.yaml","167","NO_MATCH","","","viewport: {width: 360, height: 800}"
"config\config.yaml","168","NO_MATCH","","","user_agent: ""Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36"""
"config\config.yaml","175","NO_MATCH","","","platform: ""android"""
"config\config.yaml","176","NO_MATCH","","","viewport: {width: 753, height: 1037}"
"config\config.yaml","177","NO_MATCH","","","user_agent: ""Mozilla/5.0 (Linux; Android 11; SM-T870) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Safari/537.36"""
"config\config.yaml","178","NO_MATCH","","","device_scale_factor: 2.25"
"config\config.yaml","183","NO_MATCH","","","# iOS Devices"
"config\config.yaml","186","NO_MATCH","","","viewport: {width: 390, height: 844}"
"config\config.yaml","187","NO_MATCH","","","user_agent: ""Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"""
"config\config.yaml","195","NO_MATCH","","","viewport: {width: 428, height: 926}"
"config\config.yaml","196","NO_MATCH","","","user_agent: ""Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"""
"config\config.yaml","204","NO_MATCH","","","viewport: {width: 390, height: 844}"
"config\config.yaml","205","NO_MATCH","","","user_agent: ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"""
"config\config.yaml","213","NO_MATCH","","","viewport: {width: 834, height: 1194}"
"config\config.yaml","214","NO_MATCH","","","user_agent: ""Mozilla/5.0 (iPad; CPU OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"""
"config\config.yaml","220","NO_MATCH","","","# Mobile-specific settings"
"config\config.yaml","222","NO_MATCH","","","# Touch support"
"config\config.yaml","225","NO_MATCH","","","# Geolocation (optional)"
"config\config.yaml","228","NO_MATCH","","","latitude: 37.7749"
"config\config.yaml","229","NO_MATCH","","","longitude: -122.4194"
"config\config.yaml","231","NO_MATCH","","","# Network conditions"
"config\config.yaml","234","NO_MATCH","","","download_throughput: 1500000  # 1.5 Mbps (3G)"
"config\config.yaml","235","NO_MATCH","","","upload_throughput: 750000     # 750 Kbps"
"config\config.yaml","236","NO_MATCH","","","latency: 100                  # 100ms"
"config\config.yaml","238","NO_MATCH","","","# Permissions"
"config\config.yaml","243","NO_MATCH","","","# Device orientation"
"config\config.yaml","244","NO_MATCH","","","orientation: ""portrait""  # portrait or landscape"
"config\config.yaml","246","NO_MATCH","","","# Color scheme preference"
"config\config.yaml","247","NO_MATCH","","","color_scheme: ""light""  # light, dark, or no-preference"
"config\config.yaml","249","NO_MATCH","","","# Locale and timezone"
"config\config.yaml","251","NO_MATCH","","","timezone_id: ""America/Los_Angeles"""
"config\config.yaml","253","NO_MATCH","","","# Screenshot settings for mobile"
"config\config.yaml","256","NO_MATCH","","","clip: null  # {x: 0, y: 0, width: 100, height: 100}"
"config\config.yaml","259","NO_MATCH","","","# Hybrid Android CDP Configuration (Approach 3)"
"config\config.yaml","260","NO_MATCH","","","# Combines Playwright with real Android Chrome via Chrome DevTools Protocol"
"config\config.yaml","261","NO_MATCH","","","android_cdp:"
"config\config.yaml","264","NO_MATCH","","","# ADB Configuration"
"config\config.yaml","266","NO_MATCH","","","device_id: null  # Auto-detect or specify (e.g., ""emulator-5554"", ""DEVICE123"")"
"config\config.yaml","267","NO_MATCH","","","adb_path: ""adb""  # Path to adb executable"
"config\config.yaml","268","NO_MATCH","","","port_forward_start: 9222  # Starting port for CDP forwarding"
"config\config.yaml","269","NO_MATCH","","","wait_for_device_timeout: 30  # Seconds to wait for device"
"config\config.yaml","271","NO_MATCH","","","# Chrome Configuration"
"config\config.yaml","273","NO_MATCH","","","package: ""com.android.chrome"""
"config\config.yaml","274","NO_MATCH","","","debugging_port: 9222  # Remote debugging port on device"
"config\config.yaml","275","NO_MATCH","","","use_existing_browser: false  # Connect to existing Chrome instance"
"config\config.yaml","276","NO_MATCH","","","clear_data_on_start: false  # Clear Chrome data before tests"
"config\config.yaml","278","NO_MATCH","","","- ""--disable-fre""  # Disable first run experience"
"config\config.yaml","282","NO_MATCH","","","# Device Configuration"
"config\config.yaml","284","NO_MATCH","","","auto_detect: true  # Automatically detect device"
"config\config.yaml","285","NO_MATCH","","","preferred_device_type: ""emulator""  # ""emulator"" or ""physical"""
"config\config.yaml","288","NO_MATCH","","","auto_start: false  # Don't auto-start emulator (manual control)"
"config\config.yaml","292","NO_MATCH","","","# CDP Connection"
"config\config.yaml","294","NO_MATCH","","","connection_timeout: 30000  # 30 seconds"
"config\config.yaml","295","NO_MATCH","","","command_timeout: 10000     # 10 seconds"
"config\config.yaml","297","NO_MATCH","","","retry_delay: 2000          # 2 seconds"
"config\config.yaml","299","NO_MATCH","","","# Playwright CDP Integration"
"config\config.yaml","301","NO_MATCH","","","browser_type: ""chromium""  # Use chromium for CDP"
"config\config.yaml","304","NO_MATCH","","","navigation_timeout: 60000  # Android can be slower"
"config\config.yaml","306","NO_MATCH","","","# Testing Features"
"config\config.yaml","308","NO_MATCH","","","# Real device capabilities"
"config\config.yaml","309","NO_MATCH","","","use_real_geolocation: true     # Use device's actual GPS"
"config\config.yaml","310","NO_MATCH","","","use_real_sensors: true          # Use device's sensors"
"config\config.yaml","311","NO_MATCH","","","use_device_camera: false        # Access device camera (requires permissions)"
"config\config.yaml","313","NO_MATCH","","","# Network features"
"config\config.yaml","314","NO_MATCH","","","network_throttling: true        # Via CDP"
"config\config.yaml","320","NO_MATCH","","","# Performance monitoring"
"config\config.yaml","321","NO_MATCH","","","performance_tracking: true      # Track performance metrics"
"config\config.yaml","322","NO_MATCH","","","memory_monitoring: false        # Monitor memory usage"
"config\config.yaml","323","NO_MATCH","","","cpu_profiling: false           # CPU profiling"
"config\config.yaml","325","NO_MATCH","","","# Screenshot and Recording"
"config\config.yaml","327","NO_MATCH","","","screenshot_type: ""viewport""  # ""viewport"" or ""fullpage"""
"config\config.yaml","328","NO_MATCH","","","video_recording: false"
"config\config.yaml","331","NO_MATCH","","","# Debugging"
"conftest.py","2","NO_MATCH","","","Pytest configuration and hooks for the test automation framework."
"conftest.py","4","NO_MATCH","","","This module provides pytest hooks for screenshot attachment,"
"conftest.py","5","NO_MATCH","","","test reporting, and other framework-specific configurations."
"conftest.py","12","NO_MATCH","","","from src.core.config_manager import ConfigManager"
"conftest.py","13","NO_MATCH","","","from src.utils.screenshot_utils import ScreenshotUtils"
"conftest.py","14","NO_MATCH","","","from src.utils.allure_utils import AllureStepHelper, attach_test_environment_info"
"conftest.py","16","NO_MATCH","","","# Import login fixtures to make them available globally"
"conftest.py","17","NO_MATCH","","","from src.fixtures.login_fixtures import ("
"conftest.py","25","NO_MATCH","","","# Global storage for screenshot paths - now stores lists of screenshots per test"
"conftest.py","31","NO_MATCH","","","Collect all screenshots taken during test execution."
"conftest.py","43","NO_MATCH","","","# Check if test instance has collected screenshots"
"conftest.py","44","NO_MATCH","","","if hasattr(test_instance, '_collected_screenshots') and test_instance._collected_screenshots:"
"conftest.py","45","NO_MATCH","","","screenshot_paths = test_instance._collected_screenshots.copy()"
"conftest.py","46","NO_MATCH","","","logger.info(f""Found {len(screenshot_paths)} screenshots from test instance"")"
"conftest.py","48","NO_MATCH","","","# Fallback: look for screenshots taken during this test session"
"conftest.py","49","NO_MATCH","","","# Get screenshot directory"
"conftest.py","50","NO_MATCH","","","screenshot_dir = ScreenshotUtils._get_screenshot_directory()"
"conftest.py","52","NO_MATCH","","","if screenshot_dir.exists():"
"conftest.py","53","NO_MATCH","","","# Get all PNG files and sort by modification time"
"conftest.py","55","NO_MATCH","","","for screenshot_file in screenshot_dir.glob(""*.png""):"
"conftest.py","56","NO_MATCH","","","absolute_path = os.path.abspath(str(screenshot_file))"
"conftest.py","57","NO_MATCH","","","all_screenshots.append((absolute_path, os.path.getmtime(absolute_path)))"
"conftest.py","59","NO_MATCH","","","# Sort by modification time (most recent first)"
"conftest.py","60","NO_MATCH","","","all_screenshots.sort(key=lambda x: x[1], reverse=True)"
"conftest.py","62","NO_MATCH","","","# Take the most recent screenshots (assuming they're from this test)"
"conftest.py","63","NO_MATCH","","","# Limit to reasonable number to avoid performance issues"
"conftest.py","67","NO_MATCH","","","logger.info(f""Found {len(screenshot_paths)} recent screenshots"")"
"conftest.py","69","NO_MATCH","","","# Store collected screenshots on test instance for future reference"
"conftest.py","71","NO_MATCH","","","test_instance._collected_screenshots = screenshot_paths"
"conftest.py","73","NO_MATCH","","","# Use absolute paths for HTML report compatibility to avoid path issues"
"conftest.py","77","NO_MATCH","","","# Convert to absolute path if not already absolute"
"conftest.py","78","NO_MATCH","","","if os.path.isabs(path):"
"conftest.py","79","NO_MATCH","","","absolute_screenshot_paths.append(path)"
"conftest.py","81","NO_MATCH","","","absolute_path = os.path.abspath(path)"
"conftest.py","82","NO_MATCH","","","absolute_screenshot_paths.append(absolute_path)"
"conftest.py","84","NO_MATCH","","","# If path conversion fails, use original path"
"conftest.py","85","NO_MATCH","","","absolute_screenshot_paths.append(path)"
"conftest.py","87","NO_MATCH","","","# Sort by modification time to get chronological order"
"conftest.py","88","NO_MATCH","","","absolute_screenshot_paths.sort(key=lambda x: os.path.getmtime(x) if os.path.isabs(x) else os.path.getmtime(os.path.join(os.getcwd(), x)))"
"conftest.py","90","NO_MATCH","","","logger.info(f""Collected {len(absolute_screenshot_paths)} screenshots for test {test_name}"")"
"conftest.py","92","NO_MATCH","","","logger.info(f""  Screenshot {i+1}: {os.path.basename(path)}"")"
"conftest.py","97","NO_MATCH","","","logger.warning(f""Error collecting screenshots: {e}"")"
"conftest.py","104","NO_MATCH","","","Configure pytest with framework-specific settings."
"conftest.py","109","NO_MATCH","","","# Set up logging"
"conftest.py","110","NO_MATCH","","","logger.info(""Configuring pytest for test automation framework"")"
"conftest.py","112","NO_MATCH","","","# Get configuration values from environment variables"
"conftest.py","113","NO_MATCH","","","test_env = os.getenv('TEST_ENVIRONMENT', ConfigManager.get('environment.default', 'dev'))"
"conftest.py","114","NO_MATCH","","","browser = os.getenv('BROWSER', ConfigManager.get('browser.default', 'chromium'))"
"conftest.py","115","NO_MATCH","","","headless = os.getenv('HEADLESS', 'false').lower() == 'true'"
"conftest.py","117","NO_MATCH","","","# Store environment variables for use in tests"
"conftest.py","118","NO_MATCH","","","config.test_environment = test_env"
"conftest.py","119","NO_MATCH","","","config.browser = browser"
"conftest.py","120","NO_MATCH","","","config.headless = headless"
"conftest.py","122","NO_MATCH","","","logger.info(f""Test environment: {test_env}"")"
"conftest.py","123","NO_MATCH","","","logger.info(f""Browser: {browser}"")"
"conftest.py","124","NO_MATCH","","","logger.info(f""Headless: {headless}"")"
"conftest.py","129","NO_MATCH","","","Hook to attach screenshots, logs, and other data to pytest-html and Allure reports."
"conftest.py","132","NO_MATCH","","","screenshots and other media to the HTML report for all tests."
"conftest.py","138","NO_MATCH","","","logger.info(f""pytest_runtest_makereport called: {item.name}, phase: {call.when}"")"
"conftest.py","140","NO_MATCH","","","# Attach test logs to Allure"
"conftest.py","141","NO_MATCH","","","if call.when == ""call"":"
"conftest.py","144","NO_MATCH","","","from src.utils.allure_utils import AllureStepHelper"
"conftest.py","146","NO_MATCH","","","# Collect log file content if available"
"conftest.py","147","NO_MATCH","","","log_file = Path(""reports/test_logs.log"")"
"conftest.py","148","NO_MATCH","","","if log_file.exists():"
"conftest.py","151","NO_MATCH","","","# Read last 1000 lines to avoid huge attachments"
"conftest.py","152","NO_MATCH","","","lines = f.readlines()"
"conftest.py","153","NO_MATCH","","","recent_logs = '\n'.join(lines[-1000:]) if len(lines) > 1000 else '\n'.join(lines)"
"conftest.py","154","NO_MATCH","","","if recent_logs.strip():"
"conftest.py","155","NO_MATCH","","","AllureStepHelper.attach_logs(recent_logs, f""Test Execution Logs - {item.name}"")"
"conftest.py","157","NO_MATCH","","","logger.warning(f""Failed to attach log file: {e}"")"
"conftest.py","161","NO_MATCH","","","logger.warning(f""Failed to attach logs to Allure: {e}"")"
"conftest.py","163","NO_MATCH","","","if call.when == ""call"":  # Collect all screenshots for this test"
"conftest.py","164","NO_MATCH","","","logger.info(f""Processing CALL phase for {item.name}"")"
"conftest.py","165","NO_MATCH","","","test_status = ""FAILED"" if call.excinfo is not None else ""PASSED"""
"conftest.py","166","NO_MATCH","","","logger.info(f""Test {item.name} {test_status}, collecting screenshots for report"")"
"conftest.py","168","NO_MATCH","","","# Collect all screenshots taken during test execution"
"conftest.py","170","NO_MATCH","","","test_instance = item.instance"
"conftest.py","171","NO_MATCH","","","logger.info(f""Test instance found: {type(test_instance)}"")"
"conftest.py","173","NO_MATCH","","","# Collect all screenshots for this test"
"conftest.py","174","NO_MATCH","","","all_screenshots = _collect_all_screenshots(test_instance, item.name)"
"conftest.py","176","NO_MATCH","","","# Take final screenshot if no screenshots were found"
"conftest.py","179","NO_MATCH","","","if hasattr(test_instance, 'driver') and test_instance.driver:"
"conftest.py","180","NO_MATCH","","","# Take screenshot using Selenium"
"conftest.py","181","NO_MATCH","","","screenshot_path = ScreenshotUtils.take_screenshot("
"conftest.py","182","NO_MATCH","","","test_instance.driver,"
"conftest.py","183","NO_MATCH","","","f""{item.name}_{test_status}"""
"conftest.py","185","NO_MATCH","","","logger.info(f""Selenium screenshot taken: {screenshot_path}"")"
"conftest.py","186","NO_MATCH","","","all_screenshots.append(os.path.abspath(screenshot_path))"
"conftest.py","188","NO_MATCH","","","elif hasattr(test_instance, 'page') and test_instance.page:"
"conftest.py","189","NO_MATCH","","","# Take screenshot using Playwright"
"conftest.py","190","NO_MATCH","","","screenshot_path = ScreenshotUtils.take_playwright_screenshot("
"conftest.py","191","NO_MATCH","","","test_instance.page,"
"conftest.py","192","NO_MATCH","","","f""{item.name}_{test_status}"""
"conftest.py","194","NO_MATCH","","","logger.info(f""Playwright screenshot taken: {screenshot_path}"")"
"conftest.py","195","NO_MATCH","","","all_screenshots.append(os.path.abspath(screenshot_path))"
"conftest.py","198","NO_MATCH","","","# For Android CDP tests, device screenshots are already taken"
"conftest.py","199","NO_MATCH","","","# Just need to collect them"
"conftest.py","200","NO_MATCH","","","logger.info(""Device screenshots should be collected from test instance"")"
"conftest.py","203","NO_MATCH","","","logger.warning(f""Failed to take final screenshot: {e}"")"
"conftest.py","205","NO_MATCH","","","# Store all screenshot paths for later attachment"
"conftest.py","207","NO_MATCH","","","# Store screenshot paths on the item for later use"
"conftest.py","208","NO_MATCH","","","item._screenshot_paths = all_screenshots"
"conftest.py","210","NO_MATCH","","","# Store screenshot paths in global storage keyed by nodeid"
"conftest.py","211","NO_MATCH","","","_screenshot_paths[item.nodeid] = all_screenshots"
"conftest.py","213","NO_MATCH","","","logger.info(f""Stored {len(all_screenshots)} screenshots for report"")"
"conftest.py","215","NO_MATCH","","","# Attach screenshots to Allure with step context"
"conftest.py","219","NO_MATCH","","","if os.path.exists(screenshot_path):"
"conftest.py","220","NO_MATCH","","","# Get just the filename for a clean attachment name"
"conftest.py","221","NO_MATCH","","","attachment_name = os.path.basename(screenshot_path)"
"conftest.py","222","NO_MATCH","","","# Create step name with sequence number"
"conftest.py","223","NO_MATCH","","","step_name = f""Step {i+1}: {attachment_name.replace('.png', '').replace('_', ' ').title()}"""
"conftest.py","225","NO_MATCH","","","# Attach with proper name and type"
"conftest.py","226","NO_MATCH","","","AllureStepHelper.attach_screenshot("
"conftest.py","231","NO_MATCH","","","logger.info(f""Screenshot attached to Allure: {attachment_name}"")"
"conftest.py","233","NO_MATCH","","","logger.warning(f""Screenshot file not found: {screenshot_path}"")"
"conftest.py","235","NO_MATCH","","","logger.warning(""Allure is not installed - skipping Allure attachment"")"
"conftest.py","237","NO_MATCH","","","logger.error(f""Failed to attach screenshots to Allure: {e}"")"
"conftest.py","239","NO_MATCH","","","logger.warning(f""No screenshots available for test: {item.name}"")"
"conftest.py","244","NO_MATCH","","","Hook to transfer screenshot paths from item to report."
"conftest.py","249","NO_MATCH","","","logger.info(f""pytest_runtest_logreport called for: {report.nodeid if hasattr(report, 'nodeid') else 'unknown'}"")"
"conftest.py","251","NO_MATCH","","","# Transfer screenshot paths from item to report if available"
"conftest.py","252","NO_MATCH","","","if hasattr(report, 'node') and hasattr(report.node, '_screenshot_paths'):"
"conftest.py","253","NO_MATCH","","","report._screenshot_paths = report.node._screenshot_paths"
"conftest.py","254","NO_MATCH","","","logger.info(f""Screenshot paths transferred to report: {len(report._screenshot_paths)} screenshots"")"
"conftest.py","256","NO_MATCH","","","# Try to find the screenshot paths from the test item"
"conftest.py","257","NO_MATCH","","","# The item should be accessible through the report's node"
"conftest.py","259","NO_MATCH","","","item = report.node"
"conftest.py","261","NO_MATCH","","","report._screenshot_paths = item._screenshot_paths"
"conftest.py","262","NO_MATCH","","","logger.info(f""Screenshot paths found on item and transferred to report: {len(report._screenshot_paths)} screenshots"")"
"conftest.py","264","NO_MATCH","","","logger.warning(f""No screenshot paths found on item for: {report.nodeid if hasattr(report, 'nodeid') else 'unknown'}"")"
"conftest.py","266","NO_MATCH","","","logger.warning(f""No node found on report for: {report.nodeid if hasattr(report, 'nodeid') else 'unknown'}"")"
"conftest.py","271","NO_MATCH","","","Customize the HTML report title."
"conftest.py","276","NO_MATCH","","","report.title = ""Test Automation Framework - Test Results"""
"conftest.py","281","NO_MATCH","","","Customize HTML report table headers."
"conftest.py","286","NO_MATCH","","","cells.insert(1, '<th class=""sortable"" data-column-type=""text"">Environment</th>')"
"conftest.py","287","NO_MATCH","","","cells.insert(2, '<th class=""sortable"" data-column-type=""text"">Browser</th>')"
"conftest.py","288","NO_MATCH","","","cells.append('<th class=""sortable"" data-column-type=""text"">Screenshot</th>')"
"conftest.py","293","NO_MATCH","","","Customize HTML report table rows."
"conftest.py","299","NO_MATCH","","","logger.info(f""pytest_html_results_table_row called for: {report.nodeid if hasattr(report, 'nodeid') else 'unknown'}"")"
"conftest.py","301","NO_MATCH","","","# Add environment and browser information"
"conftest.py","302","NO_MATCH","","","environment = ConfigManager.get('environment.default', 'dev')"
"conftest.py","303","NO_MATCH","","","browser = ConfigManager.get('browser.default', 'chromium')"
"conftest.py","305","NO_MATCH","","","cells.insert(1, f'<td class=""col-environment"">{environment}</td>')"
"conftest.py","306","NO_MATCH","","","cells.insert(2, f'<td class=""col-browser"">{browser}</td>')"
"conftest.py","308","NO_MATCH","","","# Add screenshot links if available"
"conftest.py","310","NO_MATCH","","","if hasattr(report, '_screenshot_paths') and report._screenshot_paths:"
"conftest.py","311","NO_MATCH","","","screenshot_paths = report._screenshot_paths"
"conftest.py","312","NO_MATCH","","","logger.info(f""Found _screenshot_paths on report: {len(screenshot_paths)} screenshots"")"
"conftest.py","313","NO_MATCH","","","elif hasattr(report, 'nodeid') and report.nodeid in _screenshot_paths:"
"conftest.py","314","NO_MATCH","","","screenshot_paths = _screenshot_paths[report.nodeid]"
"conftest.py","315","NO_MATCH","","","logger.info(f""Found screenshot paths in global storage: {len(screenshot_paths)} screenshots"")"
"conftest.py","317","NO_MATCH","","","logger.warning(f""No screenshot paths found on report for: {report.nodeid if hasattr(report, 'nodeid') else 'unknown'}"")"
"conftest.py","320","NO_MATCH","","","# Create enhanced screenshot gallery with better formatting"
"conftest.py","323","NO_MATCH","","","# Extract step description from filename if available"
"conftest.py","324","NO_MATCH","","","filename = os.path.basename(screenshot_path)"
"conftest.py","325","NO_MATCH","","","step_description = filename.replace('.png', '').replace('_', ' ').title()"
"conftest.py","328","NO_MATCH","","","<div style=""margin-bottom: 8px; padding: 4px; border: 1px solid #e0e0e0; border-radius: 4px; background: #f9f9f9;"">"
"conftest.py","329","NO_MATCH","","","<a href=""{screenshot_path}"" target=""_blank"" style=""text-decoration: none; color: #007bff;"">"
"conftest.py","331","NO_MATCH","","","style=""max-width: 80px; max-height: 60px; border: 1px solid #ddd; border-radius: 3px; cursor: pointer; display: block; margin: 0 auto;"""
"conftest.py","334","NO_MATCH","","","<small style=""font-size: 9px; color: #666; font-weight: bold;"">Step {i+1}</small>"
"conftest.py","336","NO_MATCH","","","<small style=""font-size: 8px; color: #888; max-width: 80px; display: inline-block; overflow: hidden; text-overflow: ellipsis; white-space: nowrap;"""
"conftest.py","337","NO_MATCH","","","title=""{step_description}"">{step_description[:12]}{'...' if len(step_description) > 12 else ''}</small>"
"conftest.py","342","NO_MATCH","","","screenshot_links.append(screenshot_link)"
"conftest.py","345","NO_MATCH","","","<div style=""max-height: 300px; overflow-y: auto; padding: 5px; background: #fafafa; border-radius: 4px;"">"
"conftest.py","346","NO_MATCH","","","<div style=""text-align: center; margin-bottom: 8px; font-size: 10px; color: #666; font-weight: bold;"">"
"conftest.py","349","NO_MATCH","","","{''.join(screenshot_links)}"
"conftest.py","352","NO_MATCH","","","cells.append(f'<td class=""col-screenshot"">{screenshot_html}</td>')"
"conftest.py","353","NO_MATCH","","","logger.info(f""Enhanced screenshot gallery added to HTML report: {len(screenshot_paths)} screenshots"")"
